course_id,topic,uri
COMP 7781 Advanced Image Processing,multi-resolution analysis,http://dbpedia.org/resource/Multiresolution_analysis
COMP 7781 Advanced Image Processing,partial differential equation,http://dbpedia.org/resource/Partial_differential_equation
COMP 7781 Advanced Image Processing,variational methods,http://dbpedia.org/resource/Calculus_of_variations
COMP 7781 Advanced Image Processing,diffusion,http://dbpedia.org/resource/Diffusion_equation
COMP 7781 Advanced Image Processing,markov random field,http://dbpedia.org/resource/Markov_random_field
COMP 7781 Advanced Image Processing,bayesian inference,http://dbpedia.org/resource/Bayesian_inference
COMP 7781 Advanced Image Processing,energy,http://dbpedia.org/resource/Energy
COMP 7781 Advanced Image Processing,level set method,http://dbpedia.org/resource/Level-set_method
COMP 7781 Advanced Image Processing,inpainting,http://dbpedia.org/resource/Inpainting
COMP 791 Topics in Computer Science II,comp,http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific
COMP 791 Topics in Computer Science II,comp,http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific
SOEN 6011 Software Engineering Processes,software engineering,http://dbpedia.org/resource/Software_engineering
SOEN 6011 Software Engineering Processes,version control,http://dbpedia.org/resource/Version_control
SOEN 6011 Software Engineering Processes,code review,http://dbpedia.org/resource/Code_review
SOEN 6011 Software Engineering Processes,continuous integration,http://dbpedia.org/resource/Continuous_integration
SOEN 6011 Software Engineering Processes,open source,http://dbpedia.org/resource/Open-source_model
SOEN 6211 Semantic Computing,system analysis,http://dbpedia.org/resource/System_analysis
SOEN 6211 Semantic Computing,semantic,http://dbpedia.org/resource/Semantic_Web
SOEN 6211 Semantic Computing,text mining,http://dbpedia.org/resource/Text_mining
SOEN 6211 Semantic Computing,collaborative filtering,http://dbpedia.org/resource/Collaborative_filtering
SOEN 6211 Semantic Computing,blogosphere,http://dbpedia.org/resource/Blogosphere
SOEN 6211 Semantic Computing,machine learning,http://dbpedia.org/resource/Machine_learning
SOEN 6211 Semantic Computing,the web,http://dbpedia.org/resource/World_Wide_Web
SOEN 6211 Semantic Computing,semantic web,http://dbpedia.org/resource/Semantic_Web
SOEN 6211 Semantic Computing,rdf,http://dbpedia.org/resource/Resource_Description_Framework
SOEN 6211 Semantic Computing,rdfs,http://dbpedia.org/resource/RDF_Schema
SOEN 6211 Semantic Computing,sparql,http://dbpedia.org/resource/SPARQL
SOEN 6211 Semantic Computing,linked open data,http://dbpedia.org/resource/Linked_data
SOEN 6211 Semantic Computing,lod,http://dbpedia.org/resource/Linked_data
SOEN 6211 Semantic Computing,semantic web,http://dbpedia.org/resource/Semantic_Web
SOEN 6211 Semantic Computing,ontologies,http://dbpedia.org/resource/Ontology
SOEN 6211 Semantic Computing,semantic web,http://dbpedia.org/resource/Semantic_Web
SOEN 6211 Semantic Computing,software development,http://dbpedia.org/resource/Software_development
SOEN 6211 Semantic Computing,business intelligence,http://dbpedia.org/resource/Business_intelligence
SOEN 6211 Semantic Computing,e-commerce,http://dbpedia.org/resource/E-commerce
SOEN 6211 Semantic Computing,e-science,http://dbpedia.org/resource/E-Science
SOEN 6211 Semantic Computing,semantic,http://dbpedia.org/resource/Semantic_Web
SOEN 6311 Formal Methods,formal methods,http://dbpedia.org/resource/Formal_methods
SOEN 6311 Formal Methods,formal methods,http://dbpedia.org/resource/Formal_methods
SOEN 6311 Formal Methods,software life-cycle,http://dbpedia.org/resource/Software_release_life_cycle
SOEN 6311 Formal Methods,process model,http://dbpedia.org/resource/Software_development_process
SOEN 6311 Formal Methods,formal specification,http://dbpedia.org/resource/Formal_specification
SOEN 6311 Formal Methods,finite-state,http://dbpedia.org/resource/Finite-state_machine
SOEN 6311 Formal Methods,software development,http://dbpedia.org/resource/Software_development
SOEN 6311 Formal Methods,formal methods,http://dbpedia.org/resource/Formal_methods
SOEN 6311 Formal Methods,type checking,http://dbpedia.org/resource/Type_system
SOEN 6311 Formal Methods,debugging,http://dbpedia.org/resource/Debugging
SOEN 6311 Formal Methods,code generation,http://dbpedia.org/resource/Automatic_programming
SOEN 6431 Software Comprehension and Maintenance,software maintenance,http://dbpedia.org/resource/Software_maintenance
SOEN 6431 Software Comprehension and Maintenance,cognitive,http://dbpedia.org/resource/Cognition
SOEN 6431 Software Comprehension and Maintenance,software visualization,http://dbpedia.org/resource/Software_visualization
SOEN 6431 Software Comprehension and Maintenance,case,http://dbpedia.org/resource/Computer-aided_software_engineering
SOEN 6431 Software Comprehension and Maintenance,reverse engineering,http://dbpedia.org/resource/Reverse_engineering
SOEN 6431 Software Comprehension and Maintenance,code analysis,http://dbpedia.org/resource/Static_program_analysis
SOEN 6431 Software Comprehension and Maintenance,software configuration management,http://dbpedia.org/resource/Software_configuration_management
SOEN 6431 Software Comprehension and Maintenance,software maintenance,http://dbpedia.org/resource/Software_maintenance
SOEN 6431 Software Comprehension and Maintenance,program comprehension,http://dbpedia.org/resource/Program_comprehension
SOEN 6441 Advanced Programming Practices,self-documenting code,http://dbpedia.org/resource/Self-documenting_code
SOEN 6441 Advanced Programming Practices,software configuration management,http://dbpedia.org/resource/Software_configuration_management
SOEN 6441 Advanced Programming Practices,unit tests,http://dbpedia.org/resource/Unit_testing
SOEN 6441 Advanced Programming Practices,multi-threading,http://dbpedia.org/resource/Thread_(computing)
SOEN 6441 Advanced Programming Practices,concurrency,http://dbpedia.org/resource/Parallel_computing
SOEN 6441 Advanced Programming Practices,code reuse,http://dbpedia.org/resource/Code_reuse
SOEN 6441 Advanced Programming Practices,fault tolerance,http://dbpedia.org/resource/Fault_tolerance
SOEN 6461 Software Design Methodologies,software design,http://dbpedia.org/resource/Software_design
SOEN 6461 Software Design Methodologies,design methods,http://dbpedia.org/resource/Design_methods
SOEN 6461 Software Design Methodologies,object-oriented,http://dbpedia.org/resource/Object-oriented_programming
SOEN 6461 Software Design Methodologies,design patterns,http://dbpedia.org/resource/Software_design_pattern
SOEN 6471 Advanced Software Architectures,design patterns,http://dbpedia.org/resource/Software_design_pattern
SOEN 6471 Advanced Software Architectures,model driven architecture (mda),http://dbpedia.org/resource/Model-driven_architecture
SOEN 6471 Advanced Software Architectures,service oriented architecture,http://dbpedia.org/resource/Service-oriented_architecture
SOEN 6471 Advanced Software Architectures,soa,http://dbpedia.org/resource/Service-oriented_architecture
SOEN 6471 Advanced Software Architectures,cloud computing,http://dbpedia.org/resource/Cloud_computing
SOEN 6481 Software Systems Requirements Specification,requirements engineering,http://dbpedia.org/resource/Requirements_engineering
SOEN 6481 Software Systems Requirements Specification,requirements engineering,http://dbpedia.org/resource/Requirements_engineering
SOEN 6481 Software Systems Requirements Specification,software lifecycle,http://dbpedia.org/resource/Software_development_process
SOEN 6481 Software Systems Requirements Specification,requirements elicitation,http://dbpedia.org/resource/Requirements_elicitation
SOEN 6481 Software Systems Requirements Specification,risk analysis,http://dbpedia.org/resource/Risk_analysis
SOEN 6481 Software Systems Requirements Specification,language documentation,http://dbpedia.org/resource/Language_documentation
SOEN 6481 Software Systems Requirements Specification,ieee,http://dbpedia.org/resource/Institute_of_Electrical_and_Electronics_Engineers
SOEN 6481 Software Systems Requirements Specification,iso,http://dbpedia.org/resource/International_Organization_for_Standardization
SOEN 6481 Software Systems Requirements Specification,agile,http://dbpedia.org/resource/Agile_software_development
SOEN 6481 Software Systems Requirements Specification,user stories,http://dbpedia.org/resource/User_story
SOEN 6481 Software Systems Requirements Specification,formal specification,http://dbpedia.org/resource/Formal_specification
SOEN 6481 Software Systems Requirements Specification,formal languages,http://dbpedia.org/resource/Formal_language
SOEN 6481 Software Systems Requirements Specification,quality assurance,http://dbpedia.org/resource/Quality_assurance
SOEN 6481 Software Systems Requirements Specification,evolution,http://dbpedia.org/resource/Evolution
SOEN 6481 Software Systems Requirements Specification,uml,http://dbpedia.org/resource/Unified_Modeling_Language
SOEN 6481 Software Systems Requirements Specification,ontologies,http://dbpedia.org/resource/Upper_ontology
SOEN 6481 Software Systems Requirements Specification,domain-specific,http://dbpedia.org/resource/Domain-specific_language
SOEN 6481 Software Systems Requirements Specification,test,http://dbpedia.org/resource/Test_cricket
SOEN 6491 Software Refactoring,preventive maintenance,http://dbpedia.org/resource/Preventive_maintenance
SOEN 6491 Software Refactoring,preventive maintenance,http://dbpedia.org/resource/Preventive_maintenance
SOEN 6491 Software Refactoring,evolution,http://dbpedia.org/resource/Evolution
SOEN 6491 Software Refactoring,code analysis,http://dbpedia.org/resource/Static_program_analysis
SOEN 6501 Programming Competency Test,applied computer science,http://dbpedia.org/resource/Computer_science
SOEN 6501 Programming Competency Test,software engineering,http://dbpedia.org/resource/Software_engineering
SOEN 6611 Software Measurement,software engineering,http://dbpedia.org/resource/Software_engineering
SOEN 6611 Software Measurement,software measurement,http://dbpedia.org/resource/Software_measurement
SOEN 6611 Software Measurement,software measurement,http://dbpedia.org/resource/Software_measurement
SOEN 6611 Software Measurement,software engineering,http://dbpedia.org/resource/Software_engineering
SOEN 6611 Software Measurement,project management,http://dbpedia.org/resource/Project_management
SOEN 6611 Software Measurement,software measurement,http://dbpedia.org/resource/Software_measurement
SOEN 6751 Human Computer Interface Design ,human computer,http://dbpedia.org/resource/Human_computer
SOEN 6751 Human Computer Interface Design ,user-centered design,http://dbpedia.org/resource/User-centered_design
SOEN 6751 Human Computer Interface Design ,task analysis,http://dbpedia.org/resource/Task_analysis
SOEN 6751 Human Computer Interface Design ,user interface design,http://dbpedia.org/resource/User_interface_design
SOEN 6751 Human Computer Interface Design ,user interface,http://dbpedia.org/resource/User_interface
SOEN 6751 Human Computer Interface Design ,user interface,http://dbpedia.org/resource/User_interface
SOEN 6761 Multimedia Computing,multimedia,http://dbpedia.org/resource/Multimedia
SOEN 6761 Multimedia Computing,3d,http://dbpedia.org/resource/3D_modeling
SOEN 6761 Multimedia Computing,multimedia,http://dbpedia.org/resource/Multimedia
SOEN 6761 Multimedia Computing,computer science,http://dbpedia.org/resource/Computer_science
SOEN 6761 Multimedia Computing,software engineering,http://dbpedia.org/resource/Software_engineering
"SOEN 6861 Services Computing: Foundations, Design and Implementations",service oriented architecture,http://dbpedia.org/resource/Service-oriented_architecture
"SOEN 6861 Services Computing: Foundations, Design and Implementations",web services,http://dbpedia.org/resource/Web_service
"SOEN 6861 Services Computing: Foundations, Design and Implementations",soap,http://dbpedia.org/resource/SOAP
"SOEN 6861 Services Computing: Foundations, Design and Implementations",service-oriented architecture,http://dbpedia.org/resource/Service-oriented_architecture
"SOEN 6861 Services Computing: Foundations, Design and Implementations",restful,http://dbpedia.org/resource/Representational_state_transfer
"SOEN 6861 Services Computing: Foundations, Design and Implementations",process modelling,http://dbpedia.org/resource/Process_modeling
SOEN 6971 Project and Report ,applied computer science,http://dbpedia.org/resource/Computer_science
SOEN 791 Topics in Software Engineering II,soen,http://dbpedia.org/resource/Soen
SOEN 791 Topics in Software Engineering II,soen,http://dbpedia.org/resource/Soen
